submitter,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils
MB-6101,0.031328066,0.010662825,0.092092451,0.168908242,0.068379589,0.0,0.0,0.124267785,0.0,0.0,0.012232134,0.090095516,0.040592042,0.17668729,0.06022027,0.0,0.0,0.040308639,0.048634545,0.004404092,0.0,0.031186514
MB-6103,0.0,0.163518833,0.128170185,0.0,0.007948038,0.047687668,0.124305848,0.028236538,0.0,0.0,0.13734335,0.0,0.048620455,0.015535284,0.027663672,0.037082247,0.086267991,0.030276844,0.0,0.044850474,0.048155806,0.024336766
MB-6105,0.131422578,0.0,0.107505408,0.190073206,0.092475773,0.0,0.005682,0.041936958,0.0,0.025276041,0.0,0.046719133,0.020924662,0.059059793,0.021585437,0.0,0.040643059,0.049124808,0.140928489,0.0,0.0,0.026642655
MB-6107,0.0,0.14287675,0.0,0.0,0.202271442,0.0,0.043853609,0.120641492,0.0,0.195383366,0.0,0.0,0.0,0.0,0.054337559,0.027600965,0.0,0.0,0.112375949,0.023031781,0.038867147,0.03875994
MB-6108,0.084349827,0.0,0.126156734,0.075008802,0.20727141,0.0,0.158680583,0.0,0.0,0.026742753,0.000170578,0.0,0.067392288,0.0027589,0.09363806,0.0,0.0,0.0,0.110734973,0.0,0.0,0.047095092
MB-6113,0.066461592,0.0,0.144964313,0.065368073,0.128265896,0.0,0.180724718,0.0,0.011772851,0.066400887,0.05395655,0.0,0.0,0.032217726,0.049807262,0.0,0.013624786,0.005047328,0.052529644,0.062502364,0.06635601,0.0
MB-6114,0.062214753,0.010749808,0.097527202,0.119938183,0.0,0.096823319,0.150730425,0.0,0.0,0.0,0.085823139,0.0,0.014719316,0.0,0.025039795,0.00775066,0.049102521,0.071098918,0.01632639,0.027672133,0.068981069,0.095502369
MB-6116,0.0,0.111969177,0.0498253,0.093068886,0.0,0.0,0.101245017,0.042605858,0.04080712,0.0,0.0,0.0,0.083356387,0.127206439,0.043784364,0.0,0.042905935,0.044136213,0.038111885,0.040790242,0.140187177,0.0
MB-6118,0.0,0.227132633,0.0,0.103301205,0.0,0.013731398,0.0,0.0,0.036226144,0.0,0.11712601,0.0,0.0,0.0,0.106357439,0.092620309,0.148879342,0.014697668,0.0,0.044605725,0.095322127,0.0
MB-6122,0.0,0.057684736,0.07777766,0.071363385,0.131681345,0.0,0.0,0.124307548,0.030529469,0.103791832,0.0,0.003647625,0.015947133,0.07453081,0.056999654,0.0,0.035045511,0.063707572,0.099155116,0.038862204,0.0,0.014968401
MB-6124,0.0,0.161329029,0.06716556,0.084610395,0.0,0.035540016,0.072446095,0.110707055,0.0,0.0,0.0,0.047206055,0.014631332,0.060100488,0.05165966,0.0,0.093748813,0.0,0.093174168,0.0,0.0,0.107681334
MB-6125,0.052555678,0.055823724,0.0,0.006429278,0.182184842,0.0,0.105150595,0.056535845,0.020858905,0.0,0.140149649,0.0,0.0,0.073444941,0.040329192,0.079532299,0.004552045,0.053779269,0.0891014,0.0,0.039572339,0.0
MB-6131,0.055442945,0.097940559,0.078959754,0.096713751,0.0,0.047907929,0.148952477,0.0,0.0,0.0,0.111273976,0.0,0.0,0.0,0.014475943,0.128757139,0.054393259,0.041952302,0.0,0.067134162,0.0,0.056095804
MB-6133,0.082202681,0.0,0.11568748,0.044742447,0.182793289,0.0,0.058046801,0.0334873,0.08013396,0.049841948,0.015367467,0.0,0.0,0.003658689,0.027495883,0.055913853,0.079531807,0.0,0.0,0.07586897,0.06223385,0.032993576
MB-6135,0.096779225,0.0,0.0,0.157077635,0.0,0.002855791,0.0,0.189632688,0.0,0.0,0.0,0.079342317,0.0,0.05125224,0.015558305,0.013640501,0.133720469,0.029110263,0.172658283,0.006694056,0.0,0.051678227
MB-6138,0.008860137,0.050754767,0.0,0.102022936,0.131652982,0.0,0.055238812,0.023487376,0.050519055,0.0,0.076459077,0.0,0.118435244,0.076954217,0.035021409,0.0,0.072849293,0.007767461,0.159791011,0.0,0.0,0.030186222
MB-6141,0.01958812,0.0,0.173918285,0.046347533,0.218030168,0.0,0.0,0.003418977,0.0,0.0,0.060639342,0.108313621,0.085105723,0.017139147,0.025932136,0.068964361,0.0,0.071697993,0.100904595,0.0,0.0,0.0
MB-6143,0.000335448,0.080455308,0.0,0.0,0.0,0.169475047,0.035860014,0.0,0.122845601,0.0,0.171382999,0.0,0.0,0.029921647,0.0,0.184138691,0.084840596,0.0,0.0,0.0,0.0,0.120744649
MB-6144,0.181997298,0.0,0.074863003,0.056314741,0.00302807,0.0,0.000651986,0.147561764,0.0,0.0,0.0,0.061539926,0.04728975,0.0,0.046560997,0.142992208,0.02655396,0.040921452,0.080269973,0.0,0.0,0.089454873
MB-6145,0.0,0.0,0.099506646,0.136120269,0.040002839,0.0,0.0,0.075375525,0.070788736,0.0,0.047341116,0.009560255,0.055000362,0.0,0.063755327,0.046191006,0.148698177,0.0,0.115357575,0.018643748,0.053345949,0.020312469
MB-6146,0.068670365,0.0,0.019094399,0.210295738,0.0,0.0,0.0,0.0,0.034143776,0.0,0.030295986,0.069723555,0.114857197,0.157764147,0.096917267,0.0,0.078676905,0.053864538,0.028867458,0.021933774,0.005951912,0.008942984
MB-6147,0.150551628,0.0,0.0,0.211031568,0.136533954,0.0,0.151114148,0.052837883,0.0,0.0,0.036566065,0.0,0.017665143,0.050369854,0.054193947,0.029705116,0.0,0.015762012,0.086063254,0.0,0.0,0.00760543
MB-6149,0.0,0.0,0.126190339,0.042046525,0.095897626,0.0,0.128701827,0.019447835,0.084189836,0.081901624,0.045083314,0.0,0.009910037,0.073556393,0.094459314,0.0,0.048094883,0.017282433,0.120831735,0.0,0.012406281,0.0
MB-6150,0.102500502,0.0,0.0,0.157980451,0.0,0.0,0.0,0.192793579,0.0,0.0,0.0,0.062107403,0.0,0.051446153,0.03381073,0.0,0.121019315,0.047095863,0.142861824,0.0,0.08838418,0.0
MB-6152,0.024108071,0.122421356,0.0,0.072517726,0.056341442,0.0,0.07031832,0.023456644,0.052431964,0.060998612,0.016994359,0.0,0.036726798,0.074699089,0.087440712,0.014083893,0.06197651,0.05400455,0.131538708,0.017238905,0.022702342,0.0
MB-6154,0.068602994,0.0,0.0,0.173398769,0.148086904,0.0,0.090658537,0.0,0.13198255,0.0,0.047904192,0.0,0.010287671,0.035748737,0.003427576,0.0,0.003903659,0.0,0.0,0.16697973,0.071239237,0.047779444
MB-6156,0.020751087,0.008971793,0.151445236,0.14197309,0.223521482,0.0,0.044659001,0.0,0.0,0.0,0.139749605,0.0,0.0,0.009572233,0.022741486,0.049455208,0.0,0.067361311,0.0,0.084121793,0.035676675,0.0
MB-6157,0.186397388,0.0,0.081577517,0.053311098,0.003319562,0.0,0.0,0.144932394,0.0,0.0,0.0,0.059756433,0.04437854,0.0,0.045622939,0.143048603,0.025361841,0.044046815,0.081824247,0.0,0.0,0.086422624
MB-6160,0.051426708,0.004603127,0.155547715,0.151562203,0.012313539,0.0,0.0,0.117104466,0.005489054,0.064278961,0.0,0.137016049,0.034384976,0.033101864,0.0,0.033220176,0.060999959,0.06011827,0.031739871,0.0,0.012973164,0.034119897
MB-6163,0.0,0.052841922,0.0,0.156626286,0.055229568,0.0,0.0,0.089196493,0.061104976,0.059268154,0.0,0.170595395,0.0,0.034685586,0.021684023,0.058135822,0.052166356,0.061281737,0.0,0.127183683,0.0,0.0
MB-6164,0.060151303,0.092052142,0.029606225,0.144461843,0.078782294,0.0,0.063250052,0.0,0.055466552,0.0,0.109214847,0.0,0.085321484,0.081115246,0.027736727,0.0,0.061629763,0.0,0.086345843,0.0,0.02486568,0.0
MB-6167,0.100450524,0.0,0.0,0.156421237,0.0,0.001905071,0.0,0.189306321,0.0,0.0,0.0,0.063087615,0.0,0.048303107,0.043254703,0.0,0.131440274,0.040755374,0.14449333,0.0,0.080582444,0.0
MB-6168,0.06023444,0.0,0.154543695,0.075335224,0.266519294,0.0,0.051139804,0.039548843,0.024646559,0.009972095,0.0,0.0,0.0,0.0,0.0,0.025094022,0.04231849,0.033094534,0.0,0.09779812,0.076289279,0.043465598
MB-6169,0.025074775,0.009036067,0.046685441,0.214075406,0.0,0.0,0.071739415,0.078716,0.0,0.0,0.0,0.009010725,0.125017858,0.094692618,0.039399819,0.0,0.055962106,0.075287745,0.146111155,0.0,0.0,0.00919087
MB-6171,0.076590397,0.049337737,0.112925189,0.0,0.108379818,0.0,0.13659032,0.051079764,0.03129559,0.0,0.130450737,0.0,0.0,0.123183271,0.03792432,0.0,0.006948468,0.0,0.054287491,0.0,0.081006897,0.0
MB-6178,0.068246664,0.0,0.0,0.167324929,0.000380109,0.0,0.197259563,0.157082873,0.0,0.0,0.011633008,0.0,0.079270775,0.0,0.075431587,0.0,0.102718631,0.040559552,0.0,0.036719185,0.063373123,0.0
MB-6179,0.039455534,0.061631853,0.0,0.0,0.0,0.116654436,0.0,0.076179868,0.081825647,0.0,0.181592003,0.0,0.008994923,0.096102699,0.033836569,0.101942661,0.03961008,0.043952867,0.0,0.10749214,0.010728719,0.0
MB-6181,0.015228517,0.117161018,0.07272273,0.072084719,0.12317914,0.0,0.13684155,0.07229972,0.0,0.047149728,0.004753794,0.0,0.073351624,0.022359506,0.039740281,0.071400056,0.0,0.0,0.023281049,0.044052011,0.039241889,0.025152667
MB-6182,0.116204306,0.0,0.005602662,0.108465467,0.103967904,0.0,0.098227745,0.096895088,0.0,0.0,0.010994615,0.0,0.046446949,0.090001199,0.06005709,0.0,0.055425418,0.047844558,0.094103923,0.008119467,0.057643609,0.0
MB-6183,0.040475309,0.0,0.098188791,0.109955403,0.22441982,0.0,0.0,0.040659884,0.0,0.059317082,0.085022666,0.0,0.032154121,0.0,0.0,0.0,0.074863249,0.040185805,0.0,0.099816078,0.094941791,0.0
MB-6184,0.0,0.10188787,0.06958021,0.223995158,0.077101266,0.0,0.0,0.134264813,0.0,0.0,0.0,0.057707783,0.082565162,0.066959228,0.029193346,0.0,0.003313463,0.066842399,0.086589302,0.0,0.0,0.0
MB-6185,0.0,0.132242129,0.048749539,0.115294657,0.0,0.0,0.009180016,0.0,0.017128373,0.0,0.185241567,0.0,0.089457643,0.0,0.050023135,0.040397916,0.00716183,0.0,0.0,0.219135703,0.003296227,0.082691265
MB-6187,0.0,0.062060032,0.049526077,0.0,0.092025279,0.0,0.081845383,0.051983524,0.06496047,0.078981192,0.091564319,0.0,0.073558447,0.009737623,0.04331514,0.002153647,0.136008166,0.058673205,0.0,0.051372493,0.024340388,0.027894613
MB-6188,0.05707473,0.0,0.042382058,0.023578989,0.063688708,0.0,0.201649118,0.005602718,0.026269428,0.038622132,0.141337405,0.0,0.065594904,0.0,0.010672793,0.132334894,0.114564302,0.0,0.076627819,0.0,0.0,0.0
MB-6189,0.0,0.02535148,0.137656795,0.0,0.207071389,0.0,0.25482349,0.0,0.0,0.0,0.002070587,0.0,0.087681026,0.063699686,0.133741922,0.0,0.0,0.007632983,0.020035789,0.060234851,0.0,0.0
MB-6190,0.071938135,0.000236971,0.077133672,0.141096035,0.044629578,0.053769996,0.0,0.0,0.043934583,0.0,0.131599633,0.0,0.119195808,0.019104806,0.005058862,0.063952909,0.071402897,0.020689397,0.0,0.131420968,0.0,0.00483575
MB-6192,0.0,0.039990184,0.0,0.09302652,0.240116603,0.0,0.0,0.0,0.019318982,0.145009761,0.032711538,0.0,0.0,0.0,0.099745969,0.121739581,0.051538153,0.045205114,0.0,0.111597596,0.0,0.0
MB-6194,0.094023587,0.0,0.123413853,0.117111877,0.128662741,0.0,0.051800783,0.031685089,0.029234936,0.094425225,0.0,0.0,0.0,0.007229475,0.036993199,0.046788797,0.064029883,0.0,0.0,0.052878373,0.064586611,0.057135571
MB-6195,0.0,0.048011849,0.151402979,0.169217398,0.111233514,0.0,0.028515332,0.0,0.0,0.0,0.12372056,0.0,0.092645586,0.0,0.04366858,0.009618391,0.015796005,0.011890333,0.0,0.142571459,0.01762475,0.034083265
MB-6200,0.054056463,0.0,0.131284133,0.106307641,0.14756731,0.0,0.131242034,0.046851677,0.029268598,0.0,0.016284498,0.0,0.0,0.0,0.0,0.069561261,0.081505043,0.018841019,0.0,0.032307928,0.124852281,0.010070115
MB-6201,0.11313936,0.0,0.076550931,0.027219317,0.0,0.10378487,0.006091827,0.035763861,0.0,0.0,0.0,0.16295421,0.009616434,0.153440961,0.047417571,0.0,0.042784361,0.033194388,0.188041908,0.0,0.0,0.0
MB-6204,0.010256541,0.049107795,0.0,0.088114466,0.193368403,0.0,0.042363716,0.056148287,0.0,0.0,0.156294324,0.0,0.021441445,0.016264109,0.08332603,0.0,0.12365821,0.021530007,0.094459233,0.0,0.043667433,0.0
MB-6206,0.0,0.071987443,0.13092974,0.132298907,0.136159436,0.0,0.051548936,0.111020358,0.0,0.0,0.006018729,0.020758025,0.073643259,0.079402523,0.0,0.0,0.074495588,0.0,0.062830041,0.012218201,0.012464575,0.024224239
MB-6207,0.0,0.011644264,0.158971466,0.0,0.084014838,0.107083414,0.08157904,0.064274939,0.013960203,0.0,0.04268636,0.0,0.0,0.103553416,0.027472806,0.0,0.047549653,0.020517947,0.047787697,0.0,0.029890316,0.159013642
MB-6208,0.012340094,0.060312008,0.018529264,0.237531878,0.000661762,0.0,0.0,0.124623217,0.0039861,0.0,0.0,0.131590773,0.055677031,0.0,0.060824542,0.083023426,0.14393954,0.003295265,0.017207503,0.0,0.0,0.046457597
MB-6211,0.00656446,0.062915809,0.098200798,0.077678067,0.134144424,0.0,0.176841154,0.012661135,0.0,0.057654714,0.039693988,0.0,0.049585622,0.030173095,0.0,0.038190314,0.029134248,0.008128391,0.082901033,0.0,0.0,0.095532748
MB-6212,0.133316026,0.033552087,0.0,0.0,0.0,0.029007024,0.019740765,0.048957222,0.0,0.0,0.0,0.197612975,0.035674917,0.052899116,0.035424811,0.0,0.123928656,0.0,0.289886401,0.0,0.0,0.0
MB-6213,0.023789199,0.14508132,0.030029102,0.097205212,0.077452901,0.0,0.016926229,0.0,0.063208765,0.048973541,0.0,0.02306436,0.120823968,0.045910426,0.058847779,0.0,0.123242851,0.061044051,0.063396977,0.0,0.00100332,0.0
MB-6214,0.050779455,0.054017182,0.0,0.006583826,0.190520665,0.0,0.111426515,0.055751254,0.021023599,0.00115273,0.14412224,0.0,0.0,0.080997499,0.04150594,0.071308623,0.004715993,0.056883323,0.0786073,0.0,0.030603855,0.0
MB-6217,0.0,0.074921298,0.090093636,0.036200686,0.151245005,0.0,0.03020487,0.066620618,0.091021275,0.056609864,0.079004013,0.0,0.010131078,0.0,0.0,0.064694317,0.07180866,0.044719079,0.0,0.1327256,0.0,0.0
MB-6218,0.055634637,0.022654999,0.169470329,0.092781435,0.01212416,0.0,0.0,0.0,0.0,0.268949727,0.0,0.066102073,0.0,0.0,0.0,0.08204169,0.060285561,0.0,0.12371348,0.0,0.0,0.046241908
MB-6223,0.209213281,0.0,0.090275515,0.099745406,0.011057774,0.0,0.0,0.163331234,0.0,0.000130784,0.011147809,0.019986648,0.0,0.0,0.035339499,0.144621681,0.0,0.065376019,0.100444723,0.0,0.0,0.049329626
MB-6224,0.130430009,0.0,0.134434872,0.075286736,0.0,0.0,0.0,0.110579427,0.0,0.0,0.0,0.10990969,0.086415094,0.099573947,0.029840615,0.0,0.07168621,0.024587589,0.10010128,0.0,0.027154531,0.0
MB-6225,0.100675922,0.0,0.0,0.157152263,0.0,0.004591066,0.0,0.185974047,0.0,0.0,0.0,0.063137858,0.0,0.046845556,0.034021582,0.0,0.126645532,0.049560489,0.150479658,0.0,0.080916028,0.0
MB-6226,0.0,0.0,0.132721772,0.124574358,0.157083331,0.0,0.0,0.087874742,0.052212826,0.0,0.125591727,0.0,0.0,0.0,0.063572005,0.010657788,0.141091488,0.0,0.0,0.085545845,0.0,0.019074118
MB-6228,0.0,0.079929097,0.118734286,0.029523148,0.071603405,0.068995253,0.076914206,0.0,0.0,0.0,0.224674847,0.0,0.0,0.015597729,0.045986339,0.0,0.084344323,0.0,0.0,0.096146372,0.083004752,0.004546242
MB-6229,0.038767721,0.039848029,0.045470251,0.131119261,0.0878779,0.0,0.006433781,0.124134183,0.049585078,0.0,0.028491196,0.0,0.000481728,0.0,0.046085656,0.077454583,0.129990671,0.0,0.0,0.084190264,0.086104457,0.023965242
MB-6230,0.179183887,0.0,0.030746619,0.0,0.0,0.203198736,0.067066016,0.0,0.028627944,0.0,0.124225135,0.0,0.0,0.0,0.051464026,0.0,0.103637258,0.000491952,0.0,0.1525482,0.0,0.058810228
MB-6231,0.008592098,0.085096687,0.16235817,0.064945685,0.124547645,0.0,0.077911647,0.0,0.010804764,0.0,0.078783005,0.0,0.0,0.040079898,0.0,0.02533131,0.124617487,0.039170853,0.027953106,0.012110748,0.078561267,0.03913563
MB-6232,0.071464163,0.0,0.065682047,0.085433348,0.120922855,0.0,0.10642624,0.104462354,0.010234028,0.015744596,0.028117957,0.0,0.129109274,0.022872804,0.0,0.059553046,0.089391874,0.022627788,0.0,0.067957624,0.0,0.0
MB-6233,0.010534453,0.095351474,0.027447904,0.0,0.0,0.232596858,0.060506209,0.0,0.0,0.0,0.197721021,0.0,0.010289646,0.06483947,0.044491207,0.051819612,0.0,0.011794619,0.0,0.138622163,0.0,0.053985362
MB-6234,0.0,0.074033753,0.100859206,0.083962861,0.264607125,0.0,0.044717006,0.0,0.004665609,0.050111499,0.056421502,0.0,0.050771127,0.011174062,0.006652002,0.101580223,0.04897626,0.035362994,0.0,0.0,0.066104771,0.0
MB-6237,0.058144385,0.083443716,0.0,0.0,0.0,0.149689903,0.0,0.039310553,0.037450537,0.0,0.14810412,0.0,0.0,0.09735053,0.0,0.052858952,0.020824015,0.064619543,0.0,0.189668928,0.058534818,0.0
MB-6238,0.080103473,0.0,0.120755268,0.042293823,0.183683022,0.0,0.058251004,0.031846623,0.075897203,0.050588361,0.017587599,0.0,0.0,0.006940555,0.027740723,0.058256664,0.077613484,0.0,0.0,0.070162572,0.062463965,0.035815661
MB-6239,0.044080143,0.057106194,0.0329134,0.163687065,0.133987636,0.0,0.188977646,0.017502251,0.0,0.0,0.025775686,0.0,0.098977614,0.03691917,0.029458132,0.027134235,0.0,0.028535509,0.073384854,0.00847312,0.022490177,0.010597167
MB-6242,0.057441599,0.0,0.140974574,0.193981979,0.0,0.0,0.067172966,0.076045762,0.0,0.0,0.075645499,0.0,0.0,0.0,0.021548674,0.172537267,0.003363111,0.035929286,0.0,0.082183269,0.0,0.073176014
MB-6245,0.111887686,0.148351474,0.132159549,0.080686239,0.031681643,0.0,0.076499334,0.006906612,0.040902823,0.019144463,0.026887663,0.0,0.021924183,0.0,0.003092716,0.098382827,0.079468054,0.035591371,0.000435931,0.025862054,0.032905838,0.02722954
MB-6246,0.105981753,0.0,0.060778337,0.026087093,0.154446366,0.0,0.112528172,0.0,0.0,0.005914464,0.099298018,0.000108574,0.01667649,0.02897914,0.023011843,0.080222259,0.087620542,0.0,0.15999536,0.0,0.0,0.03835159
MB-6248,0.006457071,0.050086423,0.011118124,0.270557615,0.0,0.0,0.174393825,0.094802566,0.0,0.0,0.0,0.046197877,0.121730053,0.087044079,0.0,0.0,0.0,0.053418877,0.034750979,0.049442511,0.0,0.0
MB-6251,0.021754461,0.06103083,0.0,0.069347444,0.029527888,0.0,0.064190052,0.077091294,0.033180427,0.074023898,0.070384653,0.0,0.037649001,0.0,0.031338249,0.047425346,0.172163235,0.006964186,0.086725537,0.05039473,0.013636611,0.053172157
MB-6253,0.172917911,0.0,0.0,0.117962389,0.0,0.084806102,0.0,0.0,0.111161173,0.016184751,0.0,0.164681168,0.0,0.002343979,0.007870281,0.080049203,0.0,0.031835029,0.144082691,0.0,0.0,0.066105324
MB-6254,0.015633715,0.099395022,0.09135842,0.044271132,0.15671305,0.0,0.100531323,0.0,0.0,0.040081661,0.051791455,0.0,0.016309664,0.0,0.007230293,0.103155649,0.111707249,0.045050665,0.005214926,0.062352187,0.027054548,0.022149042
MB-6256,0.104338613,0.0,0.0,0.151143668,0.0,0.0,0.0,0.188157534,0.0,0.0,0.0,0.065671093,0.0,0.049715997,0.041629429,0.0,0.130112563,0.043908049,0.143439514,0.0,0.08188354,0.0
MB-6257,0.119490398,0.0,0.0,0.045364292,0.0,0.0,0.0,0.132267537,0.012716442,0.0,0.270295288,0.0,0.0,0.141353469,0.058088373,0.047952754,0.044532549,0.0,0.0,0.124376427,0.00356247,0.0
MB-6263,0.026303241,0.13247235,0.026848145,0.0,0.281703069,0.0,0.0,0.0,0.0,0.177515126,0.0,0.0,0.037205361,0.0,0.062901533,0.065319438,0.0,0.083656402,0.0,0.005510771,0.0,0.100564564
MB-6271,0.00424337,0.046966858,0.188912636,0.0,0.24528053,0.0,0.0,0.0,0.0,0.0,0.0,0.02288971,0.0,0.0,0.058903588,0.120241076,0.027125162,0.008384648,0.122155969,0.095555,0.017313929,0.042027523
MB-6272,0.101824017,0.0,0.017450429,0.106627633,0.125242128,0.0,0.162945483,0.0,0.044662098,0.0,0.03493049,0.0,0.006094232,0.022590591,0.026470217,0.048678155,0.019916268,0.104221655,0.157965192,0.0,0.0,0.020381412
MB-6273,0.0,0.029046801,0.064396413,0.097256542,0.138973596,0.0,0.093888206,0.045463333,0.064417141,0.047794814,0.0,0.0,0.080447798,0.042502279,0.02131539,0.077119235,0.0,0.026624715,0.026507853,0.071700009,0.041251919,0.031293956
MB-6280,0.0,0.032906648,0.183659807,0.130900393,0.053028646,0.0,0.0,0.051950097,0.0,0.117488794,0.0,0.088329008,0.0,0.080570115,0.01434057,0.028552053,0.0,0.081549491,0.10306583,0.0,0.03365855,0.0
MB-6281,0.084345326,0.03355487,0.035046861,0.162074726,0.069415245,0.0,0.061219213,0.117350098,0.045418485,0.0,0.058227024,0.0,0.078443286,0.069951396,0.0,0.0,0.0,0.0,0.098610191,0.000125958,0.08621732,0.0
MB-6283,0.081672433,0.0,0.122232109,0.04425245,0.183805484,0.0,0.060328259,0.033855687,0.079232202,0.049752813,0.016123611,0.0,0.0,0.003929268,0.027462576,0.054840247,0.077685676,0.0,0.0,0.071174076,0.061855485,0.031797622
MB-6284,0.011063536,0.021449455,0.086815809,0.172852161,0.094671737,0.0,0.083926712,0.01240696,0.0,0.0,0.079453995,0.0,0.0,0.0,0.037424001,0.10218992,0.118898684,0.0,0.069567702,0.059714556,0.03687106,0.012693711
MB-6286,0.017799947,0.046360415,0.117711835,0.241523264,0.137725544,0.0,0.100472293,0.0,0.0,0.0,0.100908788,0.0,0.0,0.0,0.006243641,0.071903104,0.113555777,0.0,0.0,0.0,0.010897792,0.034897601
MB-6287,0.038421874,0.079623089,0.056970421,0.031913319,0.028294951,0.046705957,0.011370481,0.139891766,0.0,0.0,0.15149394,0.0,0.0,0.02181304,0.060303435,0.172844927,0.03636716,0.004503027,0.0,0.066774336,0.0,0.052708277
MB-6288,0.007311213,0.047143821,0.140533448,0.0,0.0,0.137684486,0.0,0.120479639,0.0,0.0,0.0,0.132058948,0.000403611,0.051043578,0.06170831,0.0,0.0,0.042062426,0.141899436,0.0,0.0,0.117671085
MB-6297,0.017051297,0.0,0.049357516,0.036983289,0.146185175,0.0,0.043325255,0.056932038,0.0,0.033331988,0.19070582,0.0,0.079602813,0.011727203,0.056424863,0.0,0.07705297,0.0,0.053588432,0.076291278,0.071440065,0.0
MB-6300,0.006370288,0.053667257,0.167044719,0.012179514,0.230921929,0.0,0.12449858,0.0,0.064925856,0.042231207,0.033297402,0.0,0.016143717,0.032417695,0.033642199,0.004262759,0.0,0.004792724,0.065369137,0.021449654,0.059506471,0.02727889
MB-6302,0.0,0.100225096,0.028008435,0.116168814,0.14262744,0.0,0.012656314,0.074041816,0.0,0.07010425,0.0,0.0,0.019235243,0.0,0.042742758,0.068728869,0.090647046,0.054842331,0.082532779,0.008055741,0.052605353,0.036777716
MB-6305,0.005802179,0.102193189,0.063766828,0.0,0.189606973,0.0,0.00405485,0.018827546,0.029223809,0.124787279,0.105323109,0.0,0.0,0.0,0.013320259,0.040167821,0.13432669,0.014134247,0.0,0.154465221,0.0,0.0
MB-6306,0.0,0.236213087,0.0,0.026234036,0.137922839,0.0,0.201910207,0.001395163,0.0,0.007732074,0.036609353,0.0,0.123626425,0.0,0.009425213,0.0,0.101159202,0.022461911,0.0,0.095310491,0.0,0.0
MB-6308,0.099251477,0.0,0.082650184,0.191366865,0.029497337,0.0,0.099002317,0.060355961,0.0,0.0,0.0,0.052919939,0.0,0.0,0.019618506,0.124598799,0.057717765,0.050778706,0.113436419,0.0,0.018255658,0.000550066
MB-6312,0.016838295,0.109127128,0.0,0.091845342,0.100285594,0.0,0.0,0.066288258,0.0,0.0,0.0,0.066019642,0.050625605,0.082723854,0.126965892,0.0,0.0982561,0.0,0.161037635,0.0,0.0,0.029986653
MB-6314,0.0,0.078798576,0.066892159,0.109412296,0.152356506,0.0,0.100125628,0.009031778,0.0,0.0,0.082850982,0.0,0.031186328,0.041041875,0.034443279,0.05852692,0.068035846,0.041660019,0.036828188,0.027127272,0.055251356,0.006430995
MB-6317,0.125984809,0.0,0.123586471,0.127459484,0.196395182,0.0,0.034715608,0.0,0.0,0.059988677,0.026573453,0.0,0.0,0.0,0.001784856,0.037914413,0.051517654,0.0,0.0,0.079375422,0.071447811,0.06325616
MB-6318,0.173792807,0.0,0.001612684,0.132865395,0.0,0.03266014,0.066221535,0.007051887,0.000801754,0.0,0.094329869,0.0,0.102003132,0.0,0.071139934,0.105574632,0.030432577,0.0,0.0,0.052577837,0.051044449,0.077891369
MB-6319,0.0,0.020155058,0.065137113,0.076400658,0.036416943,0.116989693,0.062817059,0.041267973,0.0,0.0,0.054382534,0.0,0.166315503,0.0,0.055984601,0.01282222,0.124347442,0.027632188,0.010635285,0.124467686,0.004228046,0.0
MB-6322,0.0,0.025448057,0.149000504,0.161986675,0.176112817,0.0,0.141502305,0.026869964,0.0,0.014932708,0.050602623,0.0,0.006425521,0.067156325,0.0,0.037295142,0.0,0.0,0.054158355,0.005304518,0.006023219,0.077181266
MB-6327,0.0,0.024750402,0.065609916,0.167932395,0.152136984,0.0,0.135339749,0.0,0.074335094,0.0,0.013402066,0.0,0.0,0.023384768,0.038791932,0.090711186,0.109632533,0.0,0.0,0.093630336,0.008881665,0.001460974
MB-6328,0.0,0.121489655,0.171217976,0.086063242,0.192327492,0.0,0.064472051,0.015591446,0.0,0.0,0.059833392,0.0,0.005493366,0.0,0.0,0.032020593,0.013094548,0.078555166,0.0,0.126929215,0.0,0.032911858
MB-6329,0.052848112,0.027583355,0.150564397,0.0,0.049435265,0.0,0.0,0.075347912,0.019059672,0.133874592,0.0,0.097406714,0.018220185,0.124636629,0.0,0.048642023,0.019976535,0.094223071,0.043364108,0.0,0.0,0.04481743
MB-6330,0.011255207,0.130372555,0.0,0.056192791,0.0,0.117687689,0.051303965,0.0,0.061198743,0.0,0.199959109,0.0,0.068737444,0.0,0.026341763,0.0,0.131741484,0.013694822,0.0,0.073573795,0.057940633,0.0
MB-6334,0.0,0.028050791,0.121572987,0.175550851,0.032974658,0.0,0.065166555,0.090486121,0.0,0.0,0.041534341,0.063319179,0.111014198,0.068505944,0.063349382,0.0,0.029563364,0.016926176,0.085087701,0.0,0.006897752,0.0
MB-6336,0.149718975,0.0,0.115307936,0.149695949,0.0,0.016839779,0.053631174,0.017462362,0.0,0.0,0.060571642,0.058001096,0.0,0.0,0.0533775,0.0,0.05269033,0.025766647,0.143794804,0.0,0.087888648,0.015253158
